Gene_Name,Post_1,Post_10,Post_11,Post_12,Post_13,Post_14,Post_15,Post_16,Post_17,Post_18,Post_19,Post_2,Post_20,Post_21,Post_22,Post_23,Post_24,Post_25,Post_26,Post_28,Post_29,Post_3,Post_30,Post_5,Post_6,Post_7,Post_8,Pre_1,Pre_10,Pre_11,Pre_12,Pre_13,Pre_14,Pre_15,Pre_16,Pre_17,Pre_18,Pre_19,Pre_2,Pre_20,Pre_21,Pre_22,Pre_23,Pre_24,Pre_25,Pre_26,Pre_28,Pre_29,Pre_3,Pre_30,Pre_5,Pre_6,Pre_7,Pre_8
A1BG,139826.4235,101603.0203,59228.08793,51496.3873,69880.50065,36797.69084,75258.36224,171735.7879,56656.08381,297605.8778,51841.25917,18106.33594,84123.6931,44495.59296,40813.4304,50865.44011,25366.31926,72769.85512,57850.31864,50962.51967,117599.2598,112364.6185,99917.72051,340986.556,122841.9419,30545.2403,189500.4063,71369.25945,94238.78473,120061.1389,193284.0248,126893.1597,52321.46738,154429.0859,190787.6483,89496.1757,77998.13041,111173.5621,98255.6102,123267.1672,35489.36453,62692.88336,73005.69807,36703.97608,179974.5356,63383.71688,74262.38395,64687.22135,106878.7478,107937.1824,219793.3162,102756.7618,24618.84485,80431.22381
A2M,393300.354,578033.8507,195041.2089,265209.9946,180998.6539,176369.2027,218521.6506,167844.6721,272997.8619,1505820.21,91064.07083,60032.61727,157019.4446,321260.8495,74320.31587,163404.9179,180663.2223,449408.2411,381152.2828,235836.5372,644540.3347,140144.4274,163950.4906,3917590.35,501642.7762,107436.7313,1092240.337,234144.6787,629191.791,508678.4853,1267259.937,656274.8621,211940.766,1114294.384,300921.907,619417.1053,497569.8577,1185938.087,491285.0363,329092.6501,53293.32344,76031.87864,141753.3725,259112.4638,1246019.374,116892.6471,513669.8307,211783.1104,148434.4109,184372.0114,1863686.316,202141.8251,54438.92631,496196.0052
A2ML1,96053.65595,93148.0953,4611.909344,23138.92472,35784.44759,182980.5743,27947.56726,27688.18389,22899.17349,2120.123652,47211.31617,97704.94936,7907.745406,2270.719779,33856.95427,33782.23181,143750.0161,26259.17452,22376.91663,111475.7576,31717.37282,10761.30094,22728.60736,58827.53943,46723.43139,1365.79673,13263.58272,13130.38779,45164.79832,2622.842151,18978.67597,81461.21464,61318.95163,29671.95139,84550.53517,13282.95232,81395.03205,59923.27935,30760.58407,16971.86005,27295.54565,10671.43825,5957.808445,179397.1881,16209.47846,29653.12904,25750.04611,1720.386412,21885.30421,19959.36387,130550.7,25568.76917,1274.205077,19505.93562
AAMDC,1948.490303,1526.596821,452.5269596,2396.409728,1178.593203,2901.197238,5550.681987,4292.514488,9818.554949,2227.040144,1283.777769,1271.382751,6266.991462,1919.703392,1006.295052,2390.855454,706.0086188,682.9138627,1647.561742,1470.286272,1297.170596,4240.033248,1549.434168,880.9560437,5794.519277,1297.490172,1766.608468,1794.392051,1375.955299,663.7878737,818.1478409,2123.796329,2756.373542,6702.290998,13705.14971,6878.276454,4034.536222,883.3584865,1142.112922,7716.257554,4055.938653,7949.914004,6764.261158,725.2777103,564.1130445,5098.777085,1963.100753,467.5598607,3715.441816,3121.702389,3525.981577,6622.382845,743.80933,1244.674993
AARS1,3763.306212,3794.54196,1937.823054,1999.318217,4578.954077,6197.384452,5699.839685,2757.043995,5728.9421,5760.927532,6037.043299,2304.456605,4729.505074,3946.200148,4192.047088,5109.661785,4106.599508,3926.523591,3270.919322,6141.664296,5103.14844,5313.881803,3451.610284,2300.62496,6038.849081,1492.44302,4133.887734,4352.367065,6544.022882,2416.31204,2778.910222,3315.746675,7587.039189,10079.62104,9799.644056,7895.895676,4854.10775,2381.799247,4107.89318,7864.579514,7688.773896,11675.33578,7874.994193,2892.82167,3270.925224,9069.40745,2040.678747,3262.676413,8034.266477,4910.978863,6264.563836,10540.87933,2212.870991,2014.58508
ABCA13,3353.885739,32033.7339,23673.44936,9834.397686,12827.51048,5619.406381,15316.92294,2969.984889,29481.84609,2701.215047,6791.879607,2171.891404,15439.88453,15669.20361,36235.73133,10252.06697,1907.027283,8434.183439,15358.19562,8366.82644,21117.69122,5441.371079,8315.851527,1887.716359,13917.50765,3385.674851,11981.74595,9647.34343,13785.90117,7031.244969,2942.994782,4842.382215,12584.9953,11992.00605,3386.506248,8699.868883,3784.351107,3038.02876,12981.92928,14475.11078,7596.404347,21711.62276,15909.05958,1686.039676,6648.967017,11674.16361,5982.191507,3152.670032,4560.228729,6815.096602,2471.991901,22008.5554,9246.681977,15965.21185
ABHD14B,3930.047525,17637.53499,5487.15263,9536.524109,14425.30026,7599.886496,19294.79266,6708.537075,15848.81586,9889.053201,20968.25699,2456.81461,15149.46433,9579.903621,11985.20708,13080.93985,2671.600348,9555.239979,6228.774912,14477.22974,19215.01204,10087.22021,16379.39481,8399.273604,16470.74732,4540.681767,7324.953752,5607.970109,23896.44286,12511.51274,14356.01745,10992.65211,17470.52156,34580.45981,57947.97656,26322.15825,17289.35768,7346.583128,15496.19786,26712.69207,15948.30205,38028.51206,19893.57004,3056.126891,9954.130991,28515.3878,6710.665503,6141.874933,17571.26693,20976.17671,7863.65624,33478.70232,3987.956283,8890.408774
ABI1,3368.741078,3919.011476,636.9299432,5568.936735,3706.703451,3663.695239,6479.936068,6892.963399,6352.592262,5716.733578,7545.842361,996.3889892,9063.57972,3356.821714,3120.162977,3736.188521,3465.837545,2592.704963,2306.822257,3838.219598,7759.901592,8809.824013,5433.800551,7505.011139,4334.060592,1669.645607,2554.749313,4404.620736,4359.74064,3759.313101,5499.576059,4689.385291,7396.718104,5947.245318,15413.66338,4221.531487,6400.492519,3926.988704,4707.898893,9621.661571,7172.52244,8242.279487,6459.736162,1964.420166,2837.534879,6931.603584,1544.925634,4641.543345,9833.60134,6641.957719,8622.05968,7037.419746,1267.116413,1890.428297
ABO,1502.004995,812.3728412,1772.579685,1263.483234,23693.50284,2180.244517,14089.45813,12610.81618,14807.7076,2644.666656,2080.309102,4636.065921,8617.634334,1485.832806,4523.981285,15759.06378,1103.072653,5922.161146,829.4592603,823.8161683,749.3493246,11367.04166,1032.7444,3099.913418,14822.66451,1129.117188,1030.585247,1822.495227,853.6458162,1090.439747,664.3303862,6835.210506,4309.071585,26868.11084,18048.93502,20177.44532,1424.029093,1232.145389,1491.942007,15103.84179,1211.365106,6175.959585,27695.14692,1139.62583,6669.597339,2042.891608,735.8822733,1201.639288,10400.0593,1010.624884,3237.848083,13010.77277,708.4653651,708.8712057
ABR,1488.920452,1035.908618,1310.558258,1584.657491,1316.865098,1203.072847,1363.378554,616.6430573,2475.666776,2568.70845,3894.342866,748.1351222,2994.018104,4285.86023,1111.175365,1910.673467,1165.865498,1092.271906,1649.067726,1945.489856,4542.849975,1664.572406,506.6699572,5233.691978,4121.049553,769.5243113,1329.621273,1315.761642,2155.372161,694.7548331,998.8204524,1831.821323,4041.4002,3637.115362,7584.38633,3903.449747,1010.143683,739.3566087,1235.624687,1890.520427,755.1651177,5052.980724,1455.353272,599.0446439,1232.647754,3474.395366,2123.26253,555.8788791,3118.411297,1291.978366,2248.099476,4251.235396,453.9736427,520.7946734
ABRACL,2504.981154,4645.656983,864.1982517,3763.175204,6285.236665,2511.135617,30896.63665,27029.78407,11913.52352,52526.63875,22427.88399,2734.905394,19789.67836,23488.87972,10598.51959,6323.015691,2142.707973,3527.007767,5874.244549,3541.790157,29248.92903,30995.80536,9873.222741,19690.12006,6591.026826,8898.506426,12326.59556,18025.17934,6410.757308,12706.45476,8886.76574,9852.330954,9523.216266,13934.82557,51023.27218,13507.01854,28146.06003,15097.04153,15922.80296,36808.91457,7008.328946,12716.89947,18283.74848,1782.383159,7154.867008,7531.162111,8052.397011,15512.40021,51206.39752,22119.56599,63554.98134,23395.94772,4728.696108,16154.59865
ACAA1,6465.828847,5892.592247,2850.785984,1617.111705,5518.268127,4553.81086,3722.3665,3455.070865,9662.10802,13280.4483,10170.55487,8284.113566,2850.369492,1790.357453,7927.893189,2136.132722,9249.220267,4158.111857,440.3228251,5832.158926,3122.155634,6340.182793,2000.858435,5154.417309,5730.08192,5264.624074,4495.057626,7130.815546,3219.803999,2631.699398,4708.288976,5843.840203,4929.905181,3374.590937,9260.208528,4344.136845,7007.684146,7782.459299,7126.479328,6241.636695,4640.768496,8529.398724,5920.134332,6566.793442,5913.530587,4010.535972,3411.302339,3489.505626,14371.05323,2699.822834,10125.38612,11612.12257,729.2635051,2474.203559
ACAA2,7709.127088,2617.530945,1798.485602,2172.536395,4614.762121,47157.03135,4017.646864,3709.067869,5768.708081,6115.191281,14551.32246,7093.535743,1547.369092,2988.021715,15506.52534,2282.079899,5954.235202,2415.47812,5367.979923,48280.54024,3779.229234,3609.636912,4119.867539,2238.760428,4317.118536,2892.245659,6665.520624,3822.784519,24952.91323,4097.321671,2855.497898,20010.1619,9024.705772,2439.282031,19676.51521,5179.994017,4121.052378,2705.302851,9676.525987,3612.868283,18940.89208,25947.18986,8915.916257,3416.838328,4802.286948,27058.20537,3436.516192,2716.311293,6059.827426,6695.228156,60466.17185,6108.244285,1207.299814,1044.308334
ACADM,663.9920593,982.3550309,636.2923979,334.0683852,413.2455869,2088.843603,828.5925723,1641.051864,3296.292379,12176.51369,3422.672413,3491.035407,1788.289059,967.9754622,1637.362432,598.310972,2005.525843,754.6264431,546.3870145,8080.464054,1536.997786,994.5814017,569.1022204,1418.603735,943.5135878,556.4065844,896.4975084,855.1303425,4907.308573,274.0196675,919.9278742,5839.828694,1867.445264,591.0343712,14659.6835,1605.556005,868.3483884,1168.944141,1096.404568,1292.957071,828.7910055,3869.04337,991.2889253,752.444246,1133.696423,607.1491743,316.7568098,1081.229573,1912.773257,565.3339834,2630.541956,1583.678486,398.1268224,430.7103699
ACADVL,9129.074091,2600.315921,695.9830399,538.7392435,1609.878797,29495.28391,2039.106205,1307.595007,4360.407905,8874.610613,4691.26181,2620.474356,601.5149922,1287.06777,3278.190283,1088.496816,10702.93162,1065.407396,1980.610994,28561.64828,2398.54278,1673.242475,1271.422264,1112.582228,1412.907755,934.9549994,6383.457523,3017.34188,12402.88017,2781.587344,803.4134984,5502.257795,4907.638443,2041.146429,14421.52247,3134.906041,2187.993731,3521.560388,5816.933252,2372.950052,8945.154815,8374.693161,5187.662675,7756.992697,939.7449462,10878.72628,1533.677083,1266.890066,5387.623025,3949.942416,26383.72221,7064.198015,449.9614881,509.0470671
ACAP2,1719.607868,1600.361315,794.0035858,821.0387043,1585.55488,3221.62903,1764.400979,1429.381932,2841.372307,3863.070661,1357.276409,659.4246996,1014.133958,2221.124424,982.2316941,1838.007428,2642.172162,1619.08592,1437.611892,4120.634485,1880.739738,1624.900188,1563.531887,2575.667198,1627.193021,1066.780333,3414.479196,1424.570804,2781.380661,1238.014225,957.0209616,1727.20368,4041.145191,2220.694813,1492.888489,2392.473113,976.4966476,1391.423976,1570.667157,1748.339395,1619.126991,2669.59053,2416.168901,1506.093186,1399.597684,3040.56741,1107.965333,2781.99637,2127.922068,1455.702542,4571.096094,3296.317161,959.7843453,1410.688551
ACAT1,2134.77679,1190.065072,324.3243823,283.2114229,1054.279144,4755.05582,1669.36088,1640.394835,1888.421238,2536.501663,3135.564706,1187.488459,924.7748788,635.4016035,1703.978525,772.8486068,1983.619823,419.1898957,742.8425889,7461.63951,1068.078719,1849.704099,640.6058945,722.0970929,1295.704999,524.0741671,2085.370956,1295.437734,3352.142897,1057.304639,709.7520596,3049.158464,2454.858431,978.0041609,8422.326726,1567.782483,954.1043885,1763.665055,5973.11382,1649.414277,4076.041501,4117.650278,3090.603603,596.1633049,566.8517641,5275.482231,627.175186,568.1357765,3493.156048,1027.322357,7620.417982,3747.71476,379.9179848,316.1801547
ACAT2,3151.707395,1897.147094,426.1419359,537.9464474,1711.082672,942.16335,1821.756701,2174.755371,5270.439122,1024.022966,3126.502542,844.6378244,3754.84175,2441.177649,1487.42147,2664.17785,1733.509059,1341.000645,955.8305928,5559.32244,2302.369935,1993.929931,1261.924698,679.8188916,3833.577,730.9296401,1629.342178,1548.685406,2840.439442,866.4017126,1910.22552,1838.934622,2339.486387,4647.759761,9940.117797,4030.118035,1080.803064,1015.095256,1564.425417,3607.108154,1217.91073,3519.265598,3391.524629,1688.175998,1259.920846,2929.874955,725.9907253,591.579974,4864.649751,1154.0651,2841.026709,2915.562241,622.1463899,490.3445908
ACE,9498.702457,20863.5286,10031.13785,8937.389006,10476.94637,10115.36755,16204.78287,13474.23221,13716.66958,5041.804373,12529.30999,1998.657516,10612.09817,15291.65351,9263.279755,9058.548312,1268.953163,8624.205873,8646.286349,6935.344816,19582.03629,17763.80435,30361.23509,3799.643722,16653.62426,6024.506538,5438.857574,15864.44895,23650.52081,10363.44305,10383.52092,6487.057715,18095.32739,26824.78295,15882.6444,13236.45107,12470.46956,5052.214117,5763.819458,15042.79817,33682.94059,14267.24193,23406.31278,2309.139405,10593.02303,20166.63174,7592.154428,6719.353647,17843.95098,36114.05799,4905.147378,22427.0625,7103.051909,7830.918497
ACLY,8898.374031,12216.33081,5575.687431,5329.38084,12408.17762,11854.69282,10872.25755,5861.846782,12122.88294,33827.96814,10136.60367,2752.991627,7491.654731,16915.69078,6997.717325,6403.554172,10373.28641,5936.779477,9545.447937,21487.7774,10418.82286,7964.290102,11970.70978,14448.11789,11744.8526,8507.9942,20064.20888,12662.98858,15830.38228,9470.95392,5315.61542,9127.85696,15616.13611,15307.29272,16929.4748,14012.11598,8918.694143,9783.579078,11904.35635,15513.96277,10871.69969,17819.31197,15798.9782,10515.04881,8834.10989,16964.2746,8304.806039,20029.36757,10928.15264,12799.79815,21007.13193,23004.52481,5309.561563,7605.057518
ACO1,2494.527304,7936.069793,3209.474535,2267.838518,6807.314665,11606.31702,11165.00547,3938.964273,5302.253313,1506.63761,6728.956318,2155.671468,7178.614142,3938.709254,5531.088561,6724.553023,882.4840114,3750.970783,3613.748664,9873.675692,7045.193252,7263.046541,4718.594151,1075.74712,8352.748939,1100.769777,4089.537261,2917.240113,13690.06051,4911.706851,4850.346317,4675.003395,20564.62858,20595.69718,15079.4149,12256.05696,2935.919102,2792.193532,9353.134802,13635.69276,10620.85747,29319.73254,23128.79975,1327.725796,4092.362682,25826.77612,3888.912962,1330.750288,13612.28539,6867.405165,12571.72396,23064.14167,1094.596084,7196.20788
ACO2,4659.015772,2718.368291,1049.989921,1402.215658,2678.752061,15296.01699,3533.269021,3606.730957,5349.342184,17559.66767,6261.879261,2953.578715,2836.387579,3236.652862,3142.21519,2866.579279,7292.588133,2970.699951,2337.190437,25768.76311,2883.100049,3822.382861,2021.925638,1950.917113,2355.299734,1586.067657,7786.705722,1927.238201,11833.98697,3587.847964,1899.208942,7544.018172,5839.674899,3345.220699,23891.67122,5942.62746,3882.171378,4025.761901,4523.606948,6713.528262,6327.829365,8458.030933,4447.663629,3490.422156,2438.086955,10269.20705,1719.818554,3388.856889,9690.723398,3118.856345,23942.75788,6578.525542,868.3500999,1006.253727
ACOT1,476.6843387,4642.740916,673.5750954,372.7355739,6753.827503,3935.986947,3850.071752,2200.058624,3647.330151,829.9522416,2428.305236,1948.528309,2069.498021,1314.237048,987.3123548,1125.625299,768.6257166,998.9904004,510.5735185,2505.488132,1217.327315,2519.148266,2786.622469,398.8164891,497.6663629,786.3331114,614.9754862,457.4222753,7050.745921,1999.199807,1078.736951,2096.478513,1026.82808,5277.597236,7675.496923,6826.411103,461.5557082,838.5952882,6382.448348,5513.707336,4847.761152,6300.103522,5447.386587,428.9378481,1315.253876,2589.053576,1697.160623,939.5543436,4566.796034,5451.307254,6523.456556,768.8017629,663.5949274,292.7293039
ACP1,4114.671886,5008.718138,1815.843334,5317.904865,3507.799022,5736.708899,12027.61132,6901.250156,5152.631079,3589.652209,7368.458416,1139.297772,7874.327457,5089.290312,4942.744895,7423.365146,1603.855087,4618.321303,3045.718234,4448.605015,7453.832418,7802.189904,7546.356466,3636.892057,8805.217479,1991.24527,4290.21162,4698.966058,7650.853206,3959.935769,7317.603886,2433.682194,5568.890176,17092.83831,16680.4058,6797.929375,6117.593898,2455.634703,3412.711423,12974.78312,7544.065179,14149.20137,13859.83281,758.2292702,3503.905759,8095.751222,3891.97358,3805.721392,10176.18924,10258.6548,9054.603349,11225.89105,1310.249788,2134.186046
ACP3,1542.850158,1975.622722,1050.767178,1734.73267,1275.906415,3347.519509,1497.293184,1464.569557,2017.435461,1723.866645,2137.670729,2590.27613,1108.802773,1526.177924,4808.092949,2260.159299,2107.834059,1566.680299,1366.9842,1817.357703,3063.364958,1788.17014,1920.109816,1182.656087,1810.54219,1454.356124,1256.260072,1482.583405,4043.122131,1218.10093,3655.73082,1594.406381,1865.340799,2905.859575,2157.160776,1817.208858,1851.475719,1976.877311,1833.954929,1351.003106,2010.326965,2102.102824,1617.379077,1718.903123,2308.936013,1524.340163,959.7887509,1195.171899,3510.821721,1179.618075,2114.103686,3835.611991,1007.782,637.5169947
ACP5,2392.448721,10718.38409,3862.638553,2893.031023,19003.4445,37275.67434,11071.19578,3583.68703,7052.147521,890.7801407,11822.22489,4095.727112,11550.33941,6589.085153,7420.175796,10903.07247,802.528743,4055.502002,2109.54672,37390.73686,8698.537975,7127.784687,12566.64291,729.5367701,6972.651695,1097.120444,3338.178272,5054.075935,21382.76435,7594.544023,4194.685884,10202.66332,38770.76591,16383.05329,17010.77345,12342.60887,3317.621093,2573.021063,17345.6756,9100.878168,33276.12283,35145.23878,23643.46205,1276.177959,4664.710816,26511.94544,4865.333198,12916.81312,17053.72759,23169.46902,25002.37306,14828.05737,1792.572349,2246.066431
ACSL1,4361.153329,3747.879688,1076.474139,986.7015469,2662.639783,9272.937193,2405.955177,1711.427955,5673.617175,18393.03166,4224.962262,1256.805784,1215.584078,3595.585664,2770.985732,1828.14856,6174.572134,2090.395563,3707.015416,16108.95358,3061.830423,4224.155198,2733.688203,4613.912203,2932.202078,3273.837313,12259.99659,3690.17729,9844.538287,2438.381359,995.6965329,3623.200653,4873.946406,4204.797031,7108.491171,6303.699724,2128.919483,3830.932143,10300.53296,3053.478054,3058.090958,13477.05439,6848.737996,5105.493128,3018.124455,6731.385797,2336.516859,6554.183277,7174.95526,2802.219244,17196.94443,8210.442528,1130.155879,1967.17793
ACTB,3795740.607,4921647.057,2851467.737,2794112.951,5614360.041,4736798.327,5860724.007,3852934.555,5472504.531,4394298.782,4633089.642,1571515.078,4169565.335,5642222.147,3226599.648,3489805.861,3042615.882,3461989.693,3936113.761,6088249.137,5421324.754,4789625.727,5756201.532,5828775.428,5433675.109,3538478.952,6016424.861,5405254.781,5761332.615,4506657.626,2586138.964,4187221.86,7366519.949,6822627.748,5145335.298,6041186.025,4247187.007,3593716.61,5639437.545,6379631.887,6182874.358,7827612.184,9224371.062,3121339.075,4757950.298,8586277.977,3972312.5,3272065.05,6486817.45,6398411.596,6070260.663,8503567.079,2653417.742,3719600.349
ACTN1,186264.8731,178711.4921,96770.71999,76972.04597,178657.988,192623.9612,148783.934,98679.87574,224877.7001,495441.4353,162439.5093,62268.20332,119025.1407,259889.076,116980.3883,114464.1065,179583.8535,96062.93882,182217.4908,342787.3313,199291.5208,186768.8118,177393.798,301992.0586,152566.5952,242836.6476,305280.8313,205784.3304,252526.0076,116829.9597,76618.26518,156218.3141,231871.8532,199869.4442,190296.3094,199100.4979,150212.7014,188625.5269,207872.9783,197122.6283,129640.6246,292213.4872,348438.4555,207846.82,187077.6176,267343.988,141626.9588,500396.2488,224171.4627,153836.3224,369914.7202,252248.2682,137130.4132,134572.1963
ACTN4,66062.60915,70132.87019,34299.98817,29487.35715,68011.08331,81399.51198,60118.3459,42028.97477,69247.6295,112395.4778,65224.31739,26705.85825,47314.34241,69976.2206,38115.70327,45656.47376,76495.82448,43915.13454,51992.67823,149784.2255,66897.20961,53124.85084,61836.3325,66643.79562,64992.21203,48525.04454,77624.23635,53475.20473,77130.08663,47067.11382,38788.47964,55816.00017,68902.07096,70240.89211,90171.92065,66795.50502,56454.0101,55838.21795,61633.95063,73754.90824,62216.42411,74784.84533,105905.5173,78997.94744,45956.06466,93325.06667,44290.58866,71792.9693,74707.99791,74806.57908,119541.6349,83545.86397,30360.20302,40461.92521
ACTR1A,9172.460317,8359.377371,4893.771848,6336.412563,10320.54438,10598.82855,10920.93417,6390.783615,9989.01114,19070.7067,14789.44429,4279.816084,10238.10365,9875.995631,7892.858659,7505.044572,10530.74191,7495.345263,7805.024823,22291.2714,11443.5326,13264.64014,10928.74456,9502.048658,11230.27148,4436.051575,11858.39334,6971.902772,15810.24678,9333.959349,6060.372607,10937.88575,16962.52967,17098.2998,24405.0312,13020.66159,6982.61081,8829.905962,8814.314655,15001.6494,9484.441049,19710.04339,17984.52713,9378.209253,9545.457576,20873.02566,4665.020305,10629.61503,14678.15844,9108.505106,18568.77153,19756.64445,3730.605284,4671.47673
ACTR1B,2133.687187,2408.518479,244.4930484,492.7841949,747.0041773,757.8920484,445.3358045,995.0932195,3109.047286,1111.418895,3026.831124,896.5752099,1486.926376,2270.337105,253.4362345,1055.605875,1345.348844,1361.619916,1455.264737,729.3155438,780.5761593,2402.794767,1222.456884,1189.462489,1320.199236,606.2345011,1200.767872,2759.235624,1718.584589,607.8101026,1254.236445,1089.128685,1705.639055,1505.564668,3963.464673,1956.411448,968.5501793,759.1615071,2295.388352,3817.627729,1596.638893,2115.884477,2626.593788,836.6622882,1760.083387,1207.557564,499.4539939,1064.611219,2667.30541,1812.076841,1656.172631,1694.163798,705.3363157,478.081169
ACTR2,51401.06419,50240.99657,30067.21452,25413.1959,53665.99545,48989.14949,53444.14755,34890.08793,63542.32523,168212.585,47467.02798,14370.33909,32775.13159,67024.40444,29485.8478,31879.85046,53497.00927,33615.39903,49473.30603,83484.99411,55897.83395,50553.04049,53744.40431,76243.09918,44725.95055,54756.71426,85252.66852,63660.70995,76165.94372,35426.57499,24146.75044,50754.84192,68742.14884,61203.6896,53542.77597,62449.50799,45812.48649,48769.74098,67372.74524,56739.79015,52496.68103,78701.37201,77976.31467,49052.18258,56838.03779,82632.50972,39063.92653,118524.4836,63069.90763,50397.12736,88781.03892,85145.29464,31408.84057,36975.1916
ACTR3,76180.54781,91175.41716,46901.59727,37004.79658,81806.75473,97198.39184,79456.05945,42229.00942,95310.19921,123151.0998,70288.1649,23647.26894,42590.86271,107137.8047,46165.56765,53051.62062,77557.69164,52877.33427,78872.77335,136248.7294,95018.56386,59012.98464,101457.8302,107461.6428,78249.1052,53474.64582,143761.7229,75715.87368,106773.7171,59015.39449,30806.42495,65539.94861,103414.4811,106274.2145,90191.85948,102307.4951,70350.19725,59059.00856,87959.1473,83048.94032,90231.66711,132920.4521,133052.0024,79510.5935,70876.26278,124425.2872,62146.38725,71946.26617,87483.05219,91204.31168,122652.8764,136432.1496,42578.60846,67710.11191
ACYP1,5676.37174,5021.305635,1316.174013,3039.856616,4818.650305,597.7801323,7574.362915,5527.417045,5312.374891,4158.728635,6001.536325,539.8108026,4195.413543,7095.366952,2674.658752,3725.959812,510.8657916,3158.798331,1526.087725,2669.683185,3841.25969,5938.071677,4030.81901,2419.534357,4833.499482,3659.625351,2847.915522,8448.88904,5073.251035,2770.545378,3848.635942,3926.237183,2607.894177,8619.153713,12185.35806,5876.475747,6009.34382,1892.477415,4168.229156,4881.190953,4915.474883,5178.106234,5300.08859,698.7296296,3787.299388,4270.424048,3049.585454,4937.976575,7901.609147,6267.783983,2160.783141,7194.511631,3158.125191,2033.790207
ADA2,2270.611101,2450.49117,1487.767192,544.2970329,2638.123404,2551.440995,3908.836611,4377.242822,2747.591364,4617.306042,1630.271292,1013.535021,3073.452338,2029.691967,2141.513175,2879.303152,1047.148986,3496.524741,2050.589312,3410.440406,1850.337333,1228.076712,3682.158183,1805.796767,3464.875391,1280.778204,2863.105921,1835.130243,2828.903148,1054.84294,1070.350439,1772.109164,3396.801296,3441.417159,2977.258007,4258.0648,1891.898497,1771.823131,2427.221756,5277.766733,7384.466125,10664.73222,6960.205566,1719.366905,4973.30243,6354.399861,1331.405294,1478.436836,2407.563475,3248.737666,2804.789929,7936.889369,1015.889171,689.8951757
ADAM10,4595.157911,4975.470434,3716.911373,4446.616399,6612.654085,4707.201595,7925.744328,7355.351671,9543.427255,16090.43864,12253.73819,884.9694287,6368.460725,7192.759864,5993.346418,7971.909528,844.1016509,5096.993453,3950.370357,4906.920355,7324.360823,10970.41405,5604.045671,12937.64413,11312.51702,907.2043232,4897.43157,9550.113248,8663.33174,3856.170009,8095.218118,5085.441372,4415.523482,5159.950498,14212.41169,17224.86518,7220.84213,11333.58141,4635.989965,11286.70972,9850.747686,13119.23759,10839.23435,798.5916348,7778.695888,10605.52226,3125.014153,8393.028459,7649.964749,7112.266408,6448.001667,9756.135578,13529.44158,2659.990904
ADAM9,5555.600238,10784.78761,5478.490502,12256.66785,16744.53007,6169.22171,10635.77255,6809.084053,11990.60553,5027.450001,19347.16896,5140.825978,7493.471116,7356.866504,15542.11484,6738.428068,3671.851108,8751.650083,6160.072052,6290.115054,13888.89361,11230.12878,10269.57565,5717.591688,23147.85011,3104.429184,5869.560193,2932.51471,15473.22548,6951.042913,21843.73806,18974.27738,6786.99126,13754.27841,13671.71848,10004.25285,7480.861002,17278.69694,7952.876243,7120.160545,7998.155864,15394.28458,11598.78877,4888.724506,11137.98894,12683.18441,11863.89976,1573.410225,12084.1971,10957.37134,4483.222109,9202.701335,2657.696955,3069.820522
ADD1,2215.939754,1778.434867,1455.628565,1926.10086,2776.928938,3722.198755,755.9910813,1899.420821,5437.02404,6975.262238,2126.619821,812.2979935,1802.660679,5423.528994,756.5719625,1900.184253,3747.881601,3628.587195,4277.46483,9582.227384,5117.203699,953.6440173,1969.861768,3517.419491,3769.452608,4905.664758,4566.616103,2640.082341,6088.45857,1463.873916,1096.324836,2718.040329,3163.658238,3369.49152,6335.475437,4213.261745,1293.438317,1661.4026,1097.023368,1807.493336,1287.753196,4895.005112,2707.863533,3085.453925,3535.22588,4212.603809,1608.913262,4660.22448,3897.863081,1938.092789,4780.440172,2329.098283,970.4203187,1065.501573
ADD3,2782.620704,1854.797815,828.5106177,453.876094,2614.181917,3222.059096,1775.645153,2541.482428,4666.761625,8729.465717,998.7174051,1738.045276,2255.365715,3875.47701,2162.496302,2568.871984,3267.778525,1358.051708,2494.616206,3064.311852,1610.888742,1909.21106,1720.983447,3930.7215,2812.281576,4767.586661,7304.815149,5353.704501,3516.164631,1304.960269,1107.33005,1659.87184,1157.393095,1177.770904,4713.143627,4470.240491,3022.194079,2219.248215,3567.456507,1981.200739,1603.861441,3145.954288,1325.520629,4272.138554,3618.548167,1183.759747,1135.540216,4568.978352,4190.338665,1892.576161,4865.672318,1850.723566,4795.132603,4796.670422
ADGRE5,1861.713543,6854.807455,2368.890624,2955.731162,4056.938151,3113.027048,10508.13002,2874.444923,4401.815587,13451.58497,4149.604176,763.4768276,3800.894222,7319.398238,1798.949125,4553.749237,1265.946779,2860.010094,2335.646977,1681.71357,7032.782513,4218.121489,19769.57054,2591.851632,10131.38898,1257.35783,4512.748501,2847.277961,7892.515407,4881.703978,2020.285797,5171.051185,6081.305076,12280.41654,3946.086732,4400.338502,3414.106764,2205.562384,2386.19058,9100.209553,5635.454068,8257.233342,7851.312539,1440.894009,4144.53015,7567.158381,2505.863985,2343.548952,3961.139651,20875.75317,3045.850084,12820.71251,1375.031567,2516.854699
