Gene_Name,Post_1,Post_10,Post_11,Post_12,Post_13,Post_14,Post_15,Post_16,Post_17,Post_18,Post_19,Post_2,Post_20,Post_21,Post_22,Post_23,Post_24,Post_25,Post_26,Post_28,Post_29,Post_3,Post_30,Post_5,Post_6,Post_7,Post_8,Pre_1,Pre_10,Pre_11,Pre_12,Pre_13,Pre_14,Pre_15,Pre_16,Pre_17,Pre_18,Pre_19,Pre_2,Pre_20,Pre_21,Pre_22,Pre_23,Pre_24,Pre_25,Pre_26,Pre_28,Pre_29,Pre_3,Pre_30,Pre_5,Pre_6,Pre_7,Pre_8
PTPRN2,8445.485067,3207.865981,1564.524773,12333.47474,8427.594813,1197.899285,7885.795649,5627.818524,3822.834823,1063.95815,11054.32416,5493.083585,5464.609125,3446.196013,4689.761879,2582.457888,1387.961611,2800.119757,4376.926227,936.1522707,9029.230342,13898.09095,4820.365909,1901.737344,6413.737965,796.2507776,2255.452899,4243.83379,5925.645822,3422.022818,11212.03789,11617.13273,2410.335543,9186.099815,10426.18954,6162.283095,8472.288983,9931.193709,7000.086714,7876.744938,7393.543757,5219.364034,3151.189287,3123.876549,3036.795959,4263.28194,9167.659257,754.8737996,8952.211954,4717.726887,818.7714573,5498.175137,545.1527745,3774.260553
PTPRS,1696.725516,3972.444745,3456.614502,3143.17451,4875.958647,2763.056263,3441.726922,4896.014367,8463.33899,2309.518414,3740.574974,3274.191553,5303.903694,7040.837789,6951.128591,3054.63188,1537.702795,3411.602787,1330.068968,1919.097816,3454.532798,3172.691475,2726.349833,2278.91849,5974.695731,3195.430185,2011.961088,3107.325519,6874.027504,1850.772575,2275.1082,2931.629778,2256.325556,3297.641867,4110.646947,3280.175415,3301.769834,4113.6286,3426.35251,4805.606847,5425.5491,3915.25122,4137.245208,2030.127975,3686.699661,2402.882083,2773.942429,4967.794102,3306.630566,3553.348072,1972.243187,5982.264238,3572.325159,2333.782093
PTPRZ1,4353.569049,4189.798032,2174.967947,4118.162718,6724.147696,679.0179123,4039.604017,2724.874408,3526.88929,2616.481704,3260.122869,605.126886,4591.873062,4941.371378,3146.000126,3085.156794,695.0663076,2913.237209,2068.253979,1338.126277,4244.09966,5314.139039,3384.229509,1494.969569,4764.113716,4328.881544,2485.314963,1968.882295,4117.668448,3157.510742,3621.158563,3177.622729,1219.577042,3791.061855,3880.016864,3641.680882,2419.637394,1909.705431,1769.450444,5052.474353,6610.900702,2475.113976,4317.012344,374.8169853,2801.091076,3339.593666,2272.605965,4435.997079,4147.743945,4312.716968,994.97478,3800.257124,3674.894209,3867.248856
PTTG1IP,8626.065905,6754.897603,920.6113522,4935.86494,6902.655758,10501.7519,8738.792121,8621.489593,9912.555098,11558.06375,12253.93028,467.1738788,4212.862553,4289.839545,1932.787314,3516.258087,4300.966702,2080.018929,7125.374944,4608.592195,7120.389476,9973.725104,9242.156261,4585.355732,4152.134801,5315.365899,5679.756392,3700.746952,7925.972956,3923.993477,6026.179623,9136.397082,7157.829769,7535.587755,10006.79611,7098.379291,6260.178309,6408.206113,5879.715178,7718.983281,16345.37073,6608.421213,6525.196088,5845.592598,4282.116417,9961.256887,2267.313704,4509.221775,13454.43014,7408.495631,11842.00802,5685.380136,5456.895455,4161.67403
PTX3,2504.714346,2400.92799,2143.234938,1579.425789,2180.232806,2587.106611,1355.614157,1649.392644,5055.09374,1250.311614,2440.958993,962.3228663,1066.573048,3236.306553,2058.888198,1949.684806,6278.691884,1544.863222,4713.791923,8039.846398,2435.272778,2807.929042,762.547618,9952.574836,1556.350465,10354.84364,7412.099071,6056.088744,3147.525002,454.7090302,458.2494895,2320.094654,2537.176389,623.8245857,1812.627802,4109.372385,1213.239145,1559.977357,2896.887827,544.3377804,427.524522,552.9000603,2306.6647,6612.200784,5884.685461,2038.552347,2205.475496,5075.212901,1849.293028,1749.148227,8141.8054,1195.506376,6136.332895,1409.155619
PUDP,2867.517444,5551.765388,1374.773362,5784.499007,6189.747716,5574.781678,5455.156884,1171.029903,572.7535189,3344.818696,11292.52678,850.3808341,1828.011675,1137.347693,1356.070401,2388.926113,1111.176624,3272.649734,2615.380795,3305.034637,6631.482345,6921.531859,2590.001647,4446.720371,6077.542383,670.6980627,2332.450843,3034.482258,8376.756987,5721.758594,5428.997904,9354.609863,4194.602803,10684.54694,7839.075682,2634.072963,3269.882219,2826.707885,2393.110065,5212.077157,3437.643796,8368.566946,2618.579484,1289.50866,1066.181239,5760.727785,6685.308664,493.2780821,9881.84132,4058.020541,4133.152375,8489.128977,701.832928,740.9234645
PURA,2288.710651,2406.4733,576.2791936,898.8355252,4217.638891,3644.273309,3389.581542,1056.47018,2432.795131,8089.952258,4084.360939,933.3018181,3456.741288,4644.695011,1596.629433,3926.553692,1146.196541,2657.916214,1897.134144,5748.190632,3312.91381,3433.465625,3062.036533,1793.020749,3493.503326,659.1499617,4215.095209,1379.433954,4249.359004,2706.41033,3815.865743,3074.331882,5193.934324,6439.630559,11761.62864,6304.34214,2349.148707,2312.307173,3133.498709,7243.71755,2921.915056,8801.582749,5675.258576,1897.04061,2852.055645,7916.644188,1433.91828,4326.644708,8065.109655,3449.73267,7201.890239,7039.433261,425.1650801,1044.841743
PVR,2660.096055,3965.517666,1727.993323,4554.834074,2494.085037,1034.729902,6314.976457,11955.25144,3944.099172,2859.414818,3531.511759,1084.224185,6973.146866,5478.416379,4381.448931,2464.239418,637.1520791,2356.748939,1937.141261,1635.962806,5560.703725,5010.713435,5802.417907,6400.086542,8247.525908,1308.572879,5367.333005,2017.391023,7351.75076,2555.789062,4884.246873,4953.986691,2893.651707,5958.375042,9776.223047,4455.534537,2576.469244,629.6823807,2716.349015,7083.619556,6402.512977,5783.269414,4443.059944,1080.600628,3640.281787,1547.102698,2562.231759,1049.723445,5765.423009,6073.997572,2536.035955,8784.770237,704.8126887,3448.526022
PYCARD,1590.215289,2301.229406,789.512788,11901.2182,4198.289371,2245.25816,10214.75661,20858.07899,3145.450152,12781.28173,17681.48397,797.9955504,21014.38491,2248.527362,3322.246405,1770.050574,1964.07155,1558.233439,1214.495468,4369.759626,19519.43298,20696.98998,3494.547913,21924.81008,3399.348783,1441.884012,3861.947519,3489.287725,3220.688704,3539.997824,13909.74732,6512.272976,4545.766159,3219.04373,20570.1255,2538.206994,9886.35305,16007.38784,2059.183873,32038.48496,2125.810505,5509.615824,5380.847085,1861.212682,1760.25498,5601.419473,1482.026004,7546.306901,26288.60829,5409.149132,36376.65721,5826.895398,730.2700441,1548.671502
PYGB,6810.026572,11582.96177,3994.74649,4481.645443,10555.96526,15590.55229,10816.58874,5116.839613,9357.242733,8174.165802,10326.97811,4937.62085,7075.384546,9370.28983,6078.292987,9377.296511,8325.944354,5293.326842,5110.569286,19322.07939,8928.54529,7573.909307,8749.641804,6247.174104,8437.890985,2647.192069,7714.07932,6973.429053,18467.07747,6378.719111,7267.150984,9109.531003,20851.19521,19811.11119,22412.44571,12764.0025,7783.857394,6638.629764,11801.77974,14476.34112,10632.39646,23773.15364,19186.22994,7242.093261,6880.956086,19525.70005,7788.73469,5854.115453,14548.28538,9153.606714,17549.38884,20645.0657,1831.493916,6015.561964
PYGL,43116.76859,38397.557,22002.1796,15445.92912,25813.31259,39735.13483,22898.65595,14881.83805,45277.21913,68910.62701,14556.30766,14730.97818,15498.58217,56501.72306,23890.38364,21267.26847,44253.26254,19286.02592,33292.95595,71581.20997,47028.54726,26492.45307,25374.74252,77431.51931,19250.09393,66852.8783,63046.08136,55687.85678,43011.49115,19689.78888,13946.71124,37452.80209,38067.2835,21073.89705,33000.57726,33301.90432,30244.09803,39469.16127,38224.38457,23230.57897,17076.07491,26576.13734,35515.20933,66418.52957,41282.10164,33339.67725,32910.81121,103539.8051,28660.99841,25260.91191,69156.83907,26556.84768,39559.6655,25692.63565
PYGM,71035.24626,49234.48188,29502.55675,19548.72035,43006.97817,65080.97249,29663.44588,25333.85748,59840.30687,56912.33945,25245.0237,24448.55472,24942.60982,73239.75427,41188.50545,36498.39367,68145.28269,27977.13614,51280.58733,107223.3286,52825.43848,30877.45638,40912.02318,93458.18481,29814.11979,75419.04631,79096.46678,71212.77965,56931.11095,26105.30968,20105.86794,43353.39373,63591.00157,43097.78482,64324.98257,46256.52447,44009.70695,54043.36195,83498.75334,37145.71797,33758.96663,56036.94319,53783.22439,82314.92917,57226.60021,60334.75342,44920.52948,67647.56526,48895.88905,35532.42909,82139.7161,46798.33402,43534.40414,31609.29441
PYM1,20017.92286,10478.64138,5547.414119,19252.29689,15357.86033,16211.32163,25522.12686,15524.80338,25272.81691,14235.94288,18511.38565,14717.67667,23980.58953,14477.97209,9354.178489,23857.42513,8181.548329,28627.09769,7665.758818,28218.59597,19105.33108,34074.53978,17809.12611,11079.64436,25777.34927,7644.794323,19871.97242,13386.4237,24416.19812,16199.19629,32492.11814,27024.87312,42534.08516,18838.88535,53614.33645,30746.97798,12137.18523,23335.76497,9811.324979,22199.2181,22902.14858,32780.76603,44966.52731,7033.758593,12200.17721,29257.61883,17087.97566,9644.580786,60168.0962,26774.16506,33872.12773,25333.63163,6655.275675,4042.178501
PZP,1826.474394,7901.456426,1985.422819,5989.099116,9504.753331,1943.797406,4163.7369,1138.991289,2607.776552,2297.852588,3045.041016,1000.800973,2057.025979,4931.106667,3174.345916,2947.819322,1424.598272,1892.566375,2726.268472,1155.589449,2071.501787,1350.850091,22971.25727,124980.2926,2729.072451,2053.68123,58545.7646,2116.616483,4882.701613,2387.938229,2427.326209,10505.19982,1810.758096,6581.782031,3139.120788,1651.43565,2616.253835,1548.905662,16573.04928,2180.540499,3827.830496,3091.805523,2908.09461,1378.138433,2417.125854,2065.588927,1498.272982,1319.18045,1396.126315,26206.57885,67508.835,1719.365648,1614.199927,25792.29154
QARS1,6081.929619,3776.244307,1328.009088,767.1453767,4808.121004,7730.202981,3713.538549,1507.230125,4404.310668,1775.385553,4679.73525,1251.63174,2722.371951,4439.412905,2629.582393,3606.137958,5910.061682,4091.298005,2126.935465,12527.64174,4003.697291,3900.193966,3869.41019,2089.556964,4761.396899,853.088965,5346.290162,2673.491098,7219.571131,4314.156191,2673.138147,3685.393827,6689.58773,6257.73994,12064.80013,6476.783717,3210.165953,1458.005784,4407.210425,7047.466865,4692.996417,9579.902844,6663.332729,4545.991129,3851.865947,5558.492766,1813.127476,916.0258335,7435.668063,6198.594592,10517.95103,8405.867837,777.3359473,1582.300614
QDPR,4144.098245,5503.269442,1547.077353,1489.423985,4690.939606,4342.824286,5170.376238,3896.238998,6149.027157,9036.62685,5208.328839,1640.09159,4335.592397,3199.158472,3632.986637,4313.413078,2360.746216,1649.595092,2130.406593,4616.924621,4149.211636,6016.458621,2933.56813,4294.225964,5786.274527,2135.854903,4333.970152,2491.62901,6449.759894,3769.490242,6824.687833,4442.6502,7687.823944,8415.184679,11818.75501,6399.005524,3794.453928,4203.83401,4140.297713,8867.157195,6647.265364,8212.979552,9073.279531,3167.25763,4600.343808,8579.686956,2877.756645,2707.366604,8026.854545,4347.907512,8048.555862,10597.58778,1028.485883,3130.330982
QPCT,16429.4472,11786.75956,3257.795091,4555.185313,7081.909341,7965.287397,5856.214164,7571.829694,14490.52691,10710.20315,7030.849069,6660.08364,6049.351564,13621.9444,9065.128722,5724.977078,12323.80164,12942.34052,7803.501697,6929.824865,14480.44138,9336.559497,6757.751156,20553.5896,11802.24064,6684.926657,8323.679598,12403.98629,9936.419529,3921.964825,6058.546122,10719.87781,6509.134988,5395.384989,14168.5402,7554.21449,10202.71506,12901.35969,9354.472341,6322.117075,5856.779827,9499.532166,10055.33991,13147.73054,7820.470262,4491.692346,7230.415084,11619.11066,8845.334924,8728.808511,18461.9348,5572.505861,4607.396969,3717.855504
QSOX1,170257.7604,413529.2068,234222.4248,334507.9391,386997.1524,160852.9837,259547.5229,275453.7442,292455.1304,154926.9218,364133.0769,99955.09174,299984.1293,344860.9061,281177.66,276438.9617,97627.12605,183801.5908,181631.1881,123906.0222,293844.3036,277268.9767,360827.4457,162705.6629,509862.5784,196375.6259,182304.5426,192242.9859,492832.2348,200572.0353,254148.2846,226461.6726,206718.5208,444833.395,325771.7487,450368.42,391565.9054,321145.7306,296307.9672,380792.5147,462309.3935,391466.606,392359.6647,110139.8389,180262.5381,252153.3187,432143.1483,143730.213,282089.8481,352077.3455,75642.17376,544770.886,214002.6787,262268.7864
RAB10,60316.45723,51283.57271,21163.80405,15434.99456,37445.42627,82864.07359,40525.10318,31335.30204,59543.82768,58158.54408,45406.80174,17553.04067,20983.91646,33202.34555,40276.08802,36078.69271,70035.40148,28350.99378,32374.73755,120890.0826,38646.62108,41019.59959,45849.19483,22777.60492,51536.96371,16110.0644,38549.58274,43717.87808,61502.11282,18004.58642,24066.15715,31605.18651,52296.06612,69175.22842,70765.28724,62110.59868,27099.51717,21420.28282,34153.43532,32247.18901,60715.39559,62185.14209,60177.85509,49075.47727,25235.37129,58286.54507,16537.90687,31792.42362,53531.93212,53268.42809,95187.08459,67546.05937,13384.52379,10201.9669
RAB11B,49078.76773,56004.98539,25514.70764,29002.56934,54940.61883,66458.57314,62465.8959,30652.2758,68678.16251,95720.72662,56088.02778,12978.88032,30937.08837,58833.42809,36003.47048,33316.44086,34600.39763,35435.18007,48816.36733,96916.35719,47131.00076,49035.61404,63812.94931,38375.05484,53253.67753,47790.25151,58679.25725,57504.30911,62633.42596,34558.15271,25363.44964,38436.83468,51919.42968,81580.11905,81165.16134,52820.04735,44435.45537,34447.04792,53089.33307,54983.32272,74771.61456,74075.05457,70644.49856,38460.55963,25877.79095,78279.88571,33053.2491,58714.2901,64446.80422,75850.64318,92756.81128,81189.29226,31204.23847,23908.66815
RAB11FIP1,5577.605738,4804.700075,2152.947557,3580.646189,5532.630773,6787.610662,10662.38438,5547.858065,7097.949874,7184.065279,5772.559369,1170.890431,5824.560711,6787.019319,3423.327164,2737.809304,3151.401287,4775.980311,5377.400511,10027.42747,3930.804882,6222.129725,8048.991861,4086.463397,4897.09744,5416.099737,6550.644852,6266.275466,9124.483944,2388.414052,2444.254605,3717.018759,5337.058509,10372.20101,8087.321747,5904.906533,5676.073592,5430.19466,3613.322193,7139.043755,10089.14404,7762.70231,7277.258513,3891.738345,6471.593502,8632.409124,2037.440955,6559.104009,7683.102578,11066.65263,14204.83713,7102.834269,3986.594303,1979.122557
RAB13,9479.03986,12559.79473,4824.737572,3491.889149,13237.23082,8486.265709,12980.33329,3927.340388,12856.49544,2307.249978,8600.391347,1405.616388,3893.94248,9747.753827,6748.481109,6778.602106,2240.818378,5554.32312,7533.224169,7133.952098,10407.61856,9473.488345,16294.41062,2403.891799,11740.70201,8871.31802,6735.210757,11082.8625,14252.94169,6973.682499,4299.33727,5702.780799,13073.85497,19586.41863,11916.5867,10211.14339,9997.097652,3973.911637,8757.85524,7547.364483,26492.83427,13324.48909,14385.56342,2653.812204,6810.222657,18012.79557,2698.864584,4918.470101,10306.83858,12316.73563,4510.923511,18029.10156,7680.133322,3497.217652
RAB14,12107.89029,11577.11921,5412.509168,5755.944798,11905.04581,22284.39754,10489.20705,3617.553154,13712.2245,16934.59061,15943.77579,4164.610579,5202.894203,9515.925255,9251.25702,9674.676919,10983.75115,8148.321524,8039.164877,36366.01292,11544.76045,10403.9288,12845.79319,6646.221342,12459.42386,6498.050015,14651.57899,14361.05145,17609.12395,6901.518393,6300.30224,10079.89157,14503.32006,17185.85121,28022.51829,13867.00935,8308.959573,9034.743185,17749.21191,12231.80391,16867.15726,23577.03647,19368.73672,9160.074733,7832.209891,18504.62117,6116.891139,7708.089963,20220.76579,17927.04072,34163.48492,20212.48501,4241.908058,5560.07843
RAB18,9540.573439,7605.243108,2766.421819,2180.30404,5198.231355,14496.72841,6017.267051,4589.084064,9175.72601,5471.771344,7292.872414,2022.554344,2136.09605,4422.958519,4473.659554,4016.115229,8043.307438,2178.920275,4161.882227,20887.4482,5780.185242,5923.891304,5336.209968,4464.716272,6554.009353,1810.728193,9090.33469,5474.137773,8622.676378,4501.121245,3404.393801,5967.356385,7576.784469,10152.37253,10740.06706,8819.013674,4594.621187,4168.392338,7005.004765,6285.94257,9369.984813,10074.39892,8275.632885,7041.016236,3517.154429,9927.817252,2253.444475,2946.76147,9179.546304,6094.23786,17006.77863,9859.163529,648.1296056,1724.138515
RAB1A,14375.73246,14772.63339,6777.528769,8000.917142,18336.61646,32627.39043,16425.26635,12941.81491,16869.14526,7595.685074,19474.70471,4176.265727,9239.701725,10368.1634,9456.298734,10673.06357,9347.11698,8322.939384,9408.370391,30226.84807,14729.31792,20061.6948,14488.20774,9085.018845,17358.28311,4798.004534,13341.51484,11652.6699,20083.13231,10655.59095,9243.650765,12893.1116,20351.15867,23958.44025,24731.28469,20461.04932,11204.32646,11012.46653,15614.98981,21637.48499,22616.0368,26374.70121,22445.62447,10515.88221,8459.409126,29003.75703,7742.327586,4142.456237,24624.36002,17404.67458,32934.91332,29419.85122,2504.964849,5093.603732
RAB1B,40839.74936,35308.41767,15995.70247,15595.38223,33619.14053,65081.56974,32910.27383,15637.38458,39988.57526,17118.88815,42675.72914,12448.34003,14689.88186,20383.88666,26680.15068,27338.42439,30970.97141,21001.99859,29020.42379,75942.54678,31920.97857,26988.25376,37429.83923,26751.03971,39914.75266,13145.50158,38674.887,33787.7393,51028.06301,23840.70389,14171.02687,26117.0821,39055.34513,56656.32504,58112.03245,48454.08099,24612.01473,22211.73515,36373.88219,37892.13733,42384.39169,65714.76644,56378.53265,29675.66971,13042.15797,53953.32186,16147.9205,9395.6948,45230.99807,38342.30311,72719.31545,61322.7573,6591.390888,15497.65135
RAB21,6300.258152,4873.614169,2844.852403,2422.185387,6480.393843,10581.28798,4833.566538,3681.399647,8571.754578,21037.70388,4454.233833,2191.97545,3411.660511,6297.846069,3154.210322,4192.739978,8036.031061,3825.123915,5522.62756,13672.82346,5021.07299,6214.235254,6903.303093,6568.411374,5734.98281,6442.294643,10414.59122,7417.045048,9446.916106,3179.845607,1791.290645,3896.665677,7806.001941,6653.116216,8656.11672,6281.890254,2830.634259,6234.31044,6951.572763,5421.887213,9018.497989,6266.551031,7630.162239,6876.150443,4137.305414,11135.31605,2263.457799,13979.19591,6975.653315,6560.278166,13609.04362,10033.94691,3717.698313,2835.040691
RAB25,15747.0627,9805.458272,5200.512136,4371.930487,10491.28157,16758.48348,9392.78425,2828.373396,12482.13947,2811.98656,12030.4843,3124.258036,4230.689385,6872.317119,10739.24101,8176.387751,13688.1634,7993.484867,5636.801946,31900.1282,8325.221918,7267.641492,9542.830473,2465.30093,13287.22233,5329.68542,6869.470343,8082.232501,13246.70314,5849.979139,3508.86878,6646.627935,7968.009924,16671.57621,23012.0901,14880.8083,9203.474382,4254.244014,2453.310425,8768.921417,15391.86576,9360.172901,11745.85979,9664.920477,4976.959356,13350.52914,1970.422904,2593.17689,15303.22694,9962.372622,19176.11936,11697.83602,4997.42122,4959.929277
RAB27A,29872.82273,18594.64329,9521.803914,9718.981622,15728.59902,20084.81559,14891.76085,8966.744407,32567.66554,33715.23203,21853.12851,7338.792499,3957.213365,16625.597,12530.38737,10680.16287,26203.96308,10419.10166,20339.29861,26432.36281,19739.67603,17977.1728,14293.79821,25120.30975,18300.25919,16972.98507,34432.1347,19501.14733,25982.18637,9548.240054,11570.1849,18044.24174,23173.7958,26752.32207,26997.89934,23507.3895,18272.13266,28605.69999,18302.65901,8636.292836,19551.38294,15548.4327,14095.74676,22541.70765,13697.1532,19168.22435,11785.23551,11070.98728,15354.70384,14344.27016,35686.92528,19378.28777,9036.782215,6425.800515
RAB27B,16988.64892,14674.57095,2801.065025,8346.609372,11195.22965,11885.71022,17215.28316,5774.703058,10899.48311,3625.588675,24351.70631,1970.405646,2680.850333,5806.281886,5801.048033,10380.29603,3601.043949,3984.995516,6349.233314,5821.05866,14693.63914,12459.75969,8945.513086,2821.893832,27750.09585,3124.861251,4218.46476,4110.281764,17562.4009,8180.585577,16901.6863,9764.179339,17689.78769,31530.35709,24429.54039,20565.14867,10113.22785,6732.174689,8043.929093,5817.282827,29665.4443,7073.084619,17271.26352,4817.841936,7250.657234,15868.7836,2520.396243,1592.280761,15813.88652,9711.130369,4854.947463,21041.51189,2335.95037,2807.330293
RAB2A,17612.07009,12958.49527,5481.956768,3718.957251,11172.93018,21368.51293,9062.298026,3499.384631,13261.09013,12226.41928,11962.23508,6091.744108,3391.855522,6483.342784,8106.441447,9963.675029,17174.34793,6074.635805,9167.135815,26290.82592,8796.229553,9719.672939,11010.84657,8044.836039,13575.01936,4606.7221,14779.36321,10962.8955,17582.24304,6374.131986,5327.508262,9233.724998,15008.25643,17159.78626,24537.91697,15033.35638,10878.27687,8419.572477,12854.51379,7845.634133,16355.92041,16579.69313,15906.40665,12910.6166,8358.993923,15286.40361,3965.47308,4374.317745,12971.00368,12423.71541,21375.23956,19682.44475,2170.684886,3523.197564
RAB31,6687.277916,4658.297533,2058.527431,2170.098045,3545.265302,4996.637789,4393.853073,4960.545621,5610.770668,4724.779045,5450.627485,2339.49571,1200.951175,2780.722155,3896.16911,3322.27447,5974.709141,1883.591812,3413.230869,8343.882829,5154.767112,6083.889476,5332.51997,4663.26043,4162.253257,1803.507202,11035.82355,6610.684599,6953.956718,3292.852109,2760.728831,3688.4519,5086.522209,2450.112574,4819.295712,3679.992115,2089.297159,6696.849077,5809.768684,4007.380681,5703.802508,7316.239503,4129.291298,3781.451829,4079.535132,3733.544251,1532.026995,3316.464932,4588.577085,4408.210216,18899.67407,5901.427598,1088.917846,2079.465363
RAB35,5260.620705,7874.441601,4214.321052,4079.651391,6064.477893,4999.497168,8284.95275,1332.176644,9525.618811,5229.754636,6023.060727,1458.336208,2668.178027,5313.120961,4592.166051,5301.107655,2870.433396,4791.939551,5267.264466,7464.716399,4740.351056,4070.492526,8117.592971,2360.474369,8801.269592,2742.511564,5051.826829,6842.180734,7077.150567,2963.22687,3510.127711,3735.338471,9029.858604,11793.40322,8393.874971,10255.26476,3382.045083,2217.885377,4154.992034,4318.530997,12616.49823,8039.503834,9930.734698,1870.652293,4274.278349,8867.205591,2781.515244,4143.535155,5910.26919,7726.887251,3917.593061,8757.532777,3180.018115,2469.326026
RAB3D,29669.92901,26565.04653,7313.787407,17705.82259,23190.1926,33716.20677,25047.11431,7970.765714,29851.71126,19332.86715,46315.07169,7354.549844,5895.81447,11926.67404,14220.18929,20543.25814,17064.88844,13353.8706,25225.75689,25039.16546,25097.56456,17653.24477,19456.15214,16522.87268,33420.06943,14607.32153,26692.47595,15906.81831,37831.38075,16667.25669,32452.45927,27527.68947,32274.68472,56770.23107,43426.83767,36313.30984,22870.6532,29268.16281,16733.49198,17141.08525,43514.6269,23743.11543,39335.14637,15770.68496,14570.15213,32980.73808,15661.95875,10731.01112,24209.07702,17796.75325,27503.36531,28666.66551,8704.992344,9766.735961
RAB4B,1379.809825,1704.56012,1100.157047,504.1368912,1983.985734,1087.871149,1034.768143,894.9919239,2031.861157,3481.754335,5568.641429,624.7635558,431.1322075,1003.643944,1145.773416,1340.626391,814.1826007,744.8382073,300.2811601,2779.321271,1610.395509,1659.032784,913.454701,3127.779254,2514.232814,496.9171635,1241.974854,1230.024941,1321.883672,423.8760085,394.0075032,1323.226065,1217.621118,2949.148399,6152.179147,3286.366249,1466.307596,658.2153792,1253.192857,310.8341686,2291.205377,3886.095072,4041.141247,271.0451424,696.2727211,948.7753043,301.8379503,289.2470605,3360.7648,1962.928725,2376.113794,4238.594686,298.1634522,393.8642437
RAB5A,7964.704719,2088.557883,457.8614912,3513.521947,6350.605982,6973.077759,7308.098844,5718.304418,5046.287985,1915.74274,6961.700377,1728.018076,2730.583114,1688.500978,4749.308959,5090.521214,2046.104968,3372.292735,3580.077462,5569.639243,3693.507211,10141.17095,4141.457784,1191.511942,3638.258316,512.1392647,2133.260944,6934.091387,2826.900025,1169.138738,5174.734913,1947.825136,5085.392272,6671.848377,11558.39299,6333.303347,8839.175832,1396.630669,4645.15375,5820.97112,11792.42824,17170.03202,8282.420942,1419.933177,1994.110081,4915.979898,474.866863,340.954478,10530.17856,7655.225485,12033.21796,11808.81173,1067.824565,689.7876016
RAB5B,22285.85729,21010.11257,9762.587123,13731.32083,22884.64543,20867.37463,23271.74364,6872.997294,24208.64043,24251.73392,24410.28622,4333.190609,12426.02107,14777.88541,18080.96114,14971.6083,13332.88996,10689.34143,13834.34152,33844.16436,22530.37023,22843.22185,25653.83883,15990.63317,19511.16382,4532.997175,16904.30943,21262.72433,24919.23036,10760.96989,15399.66064,18156.67058,27254.84367,37319.8602,38726.89062,22480.39381,21328.76777,13958.0288,16748.65786,18498.01503,35507.73633,27822.38203,32349.9804,9497.056963,10599.71201,34809.52901,8355.233246,8071.327032,28331.28566,28549.70945,36126.22316,28686.93663,2270.430336,7137.550812
RAB5C,12737.19567,18622.09108,9939.119099,9943.911934,21926.24732,23588.81349,22524.59358,8044.763569,15776.40165,3756.845543,24332.74578,3787.071113,11578.71618,11555.13053,12690.23287,11940.36876,4835.654873,9369.403682,13345.73069,20404.5339,16505.17198,19339.77481,22446.99402,8284.778881,19867.97648,2415.118279,13210.41256,14799.13338,19211.62965,14512.34719,10831.71049,13522.43851,21224.72004,30938.15782,28228.43567,18965.01702,15419.70897,10896.8654,21152.09693,23628.90373,30563.52098,31256.92327,31607.32755,5056.765517,7106.838395,34116.34824,4918.711474,2388.183316,22015.14519,28850.10224,25931.4257,29525.73566,1640.521576,8138.404631
RAB6A,10120.44718,8289.159668,3968.302822,3988.22569,9326.466118,18863.95779,7734.971268,2330.694978,9431.979706,9242.317857,9926.650517,2453.435686,3250.429676,6128.443011,6283.556982,5326.36946,11820.93621,4523.2704,5854.090203,29435.14469,8398.878341,6644.12203,6983.460491,5044.687502,9139.92954,1330.234627,7882.694176,7376.99663,13028.91495,6228.862717,3381.805643,7576.625685,8952.349747,14404.75414,15889.70817,10366.69667,6285.768324,5670.453726,10434.36846,8586.882904,13591.4363,13500.62428,10950.05816,9416.729215,4095.773227,14060.63587,3406.666619,3787.438697,10723.77736,8771.002117,22344.76503,12969.96231,1066.265137,2361.672953
RAB7A,45455.09128,41374.04788,17949.49616,17225.33395,43089.8226,69778.59945,35735.76718,31835.28876,50310.00376,102636.7881,46508.54014,12241.00632,16757.78585,34779.92012,26633.88157,26107.06714,29011.74986,24066.32021,35889.77349,84226.15454,41071.68274,44763.83682,45253.91277,39945.50722,37966.75518,28449.21734,59733.84254,45455.87281,55297.47422,25648.96209,16626.53306,34229.21236,45957.61742,48038.38756,61561.85172,47273.65371,33086.83046,36304.36907,43993.99311,38627.16078,56009.87459,60297.68258,54369.48736,31441.1141,27818.21261,65799.54568,19948.61364,52155.58404,54579.25267,50509.38161,96210.70682,56859.6853,15204.47357,19939.5439
RAB8A,25673.95611,29181.32079,11216.3684,11424.2309,22920.77477,30295.06445,26514.66954,8429.203407,34541.85917,41636.70469,30478.34973,7710.388025,12889.88624,20435.71641,19483.26053,21888.77826,12092.49023,16694.86947,22680.84006,28493.62174,20827.72769,19281.56538,25523.32075,13144.82643,33736.74387,10754.07927,27805.91221,26692.0678,27112.04686,11530.19237,14922.87627,17536.58076,33562.85849,43670.13524,34835.43716,40844.5746,15433.84747,11874.72405,15899.52144,16000.46953,42714.09876,34617.94807,39426.88557,13249.75233,19557.74272,27951.75868,6806.179742,14395.82164,34237.76189,29465.29082,27365.43199,32789.56593,12714.68068,11187.97649
